nama_sertifikasi,score_rating,berbayar_free,lembaga_sertifikasi,available_unavailable,enrollment,metode,masa_berlaku,genre,url,source_file
Math for Data Science Masterclass,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/math-for-data-science-masterclass/,udemy_master_data.csv
Maths Olympiad Master-Class,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/maths-olympiad-master-class/,udemy_master_data.csv
"Master statistics & machine learning: intuition, math, code",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/statsml_x/,udemy_master_data.csv
A-Level Maths: Pure (Year 1 / AS),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/a-level-pure-1/,udemy_master_data.csv
Geometric Algebra: The Math You Weren't Taught,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/geometric-linear-algebra/,udemy_master_data.csv
Pre-Algebra Made Easy: Mastering Math Fundamentals,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/pre-algebra-made-easy-mastering-the-math-fundamentals/,udemy_master_data.csv
Math in Action: Master Math Through Practical Applications,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/math-in-action/,udemy_master_data.csv
Unleash your math potential with ChatGPT,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/chatgpt4math_x/,udemy_master_data.csv
Mastering the Fundamentals of Math (Mathematics) : Part 1,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/full-math-for-school-competitions-for-grades-6-7-part-1/,udemy_master_data.csv
Calculus 2 with the Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/calculus-2-with-the-math-sorcerer/,udemy_master_data.csv
Math Fundamentals Masterclass - Build a Solid Foundation,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/math-fundamentals-masterclass-build-a-solid-foundation/,udemy_master_data.csv
The Data Science Course: Complete Data Science Bootcamp 2026,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,udemy_master_data.csv
Differential Equations with the Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/differential-equations-with-the-math-sorcerer/,udemy_master_data.csv
"Math for Data science,Data analysis and Machine Learning",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/math-for-data-sciencedata-analysis-and-python-programming/,udemy_master_data.csv
Master calculus 1 using Python: derivatives and applications,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/pycalc1_x/,udemy_master_data.csv
Mastering Math with Python: From Algebra to Calculus,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/doing-math-with-python/,udemy_master_data.csv
Abstract Algebra: Group Theory with the Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/abstract-algebra-group-theory-with-the-math-sorcerer/,udemy_master_data.csv
"Master calculus 2 using Python: integration, intuition, code",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/pycalc2_x/,udemy_master_data.csv
"Math Essentials: Algebra and Calculus 1, 2, 3 for Engineers",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/calculus-materclass-from-theory-to-real-world-applications/,udemy_master_data.csv
Math 0-1: Matrix Calculus in Data Science & Machine Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/matrix-calculus-machine-learning/,udemy_master_data.csv
Math Fundamentals | Complete course on Fundamentals of Math,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/math-fundamentals-complete-course-on-fundamentals-of-math/,udemy_master_data.csv
Complete High Speed Vedic Math Course,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/vedicmaths/,udemy_master_data.csv
"Complete Math, Statistics & Probability for Machine Learning",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/probability-statistics-mathematics/,udemy_master_data.csv
"Complete Data Science,Machine Learning,DL,NLP Bootcamp",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/,udemy_master_data.csv
Calculus 3 with the Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/calculus-3-with-the-math-sorcerer/,udemy_master_data.csv
Advanced Calculus/Real Analysis with the Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/advanced-calculusreal-analysis-with-the-math-sorcerer/,udemy_master_data.csv
CIE International A-Level Maths: Pure Mathematics 1,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/cambridge-international-a-level-maths-pure-1/,udemy_master_data.csv
Mastering the Fundamentals of Math (Mathematics) : Part 2,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/the-complete-fundamentals-of-math-in-details-part-2/,udemy_master_data.csv
Aiming for A* in A-Level Maths,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/aiming-for-a-star-in-a-level-maths/,udemy_master_data.csv
"Algebra for Math Contests (AMC, AIME, IMO)",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/algebra-for-math-contests-amc-aime-imo/,udemy_master_data.csv
A complete course on Business Mathematics and Statistics,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/business-math-a-complete-course-business-mathematics/,udemy_master_data.csv
A-Level Further Maths: Core Pure 1,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/a-level-further-maths-core-pure-1/,udemy_master_data.csv
CIE International A-Level Maths: Pure Mathematics 2/3,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/cambridge-international-a-level-maths-pure-2-3/,udemy_master_data.csv
Statistics with StatCrunch by the Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/statistics-with-statcrunch-by-the-math-sorcerer/,udemy_master_data.csv
A-Level Further Maths: Core Pure 2,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/a-level-further-maths-core-pure-2/,udemy_master_data.csv
Business Math for the Math-Averse,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/business-math-for-the-math-averse/,udemy_master_data.csv
Master Mental Math with Vedic Math: From Beginner to Expert,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/mental-math-master-class-shortcuts-for-mathematics-success/,udemy_master_data.csv
GMAT Complete Math | Score Higher for Top Business Schools,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/subeezy-gmat-math/,udemy_master_data.csv
Trigonometry 1 with The Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/trigonometry-1-with-the-math-sorcerer/,udemy_master_data.csv
SAT Digital | Math Master Course | 2026 Updated | Target 800,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/sat-i-quantitative-master-course/,udemy_master_data.csv
Maths GCSE Foundation Masterclass,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/foundation-maths-gcse/,udemy_master_data.csv
Speed Math Secrets-Succeed in Competitive Exams(Mental Math),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/speed-math-secretssucceed-in-competitive-examsmental-math/,udemy_master_data.csv
A-Level Maths: Pure (Year 2),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/a-level-pure-2/,udemy_master_data.csv
Calculus 1 Lectures with The Math Sorcerer,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/calculus-1-lectures-with-the-math-sorcerer/,udemy_master_data.csv
"High School Math: Understand it, Ace it!",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Math,https://www.udemy.com/course/high-school-math-ace-it/,udemy_master_data.csv
Professional Diploma in Online Teaching & Tutoring,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/professional-diploma-in-online-teaching-tutoring/,udemy_master_data.csv
Mastering Adult Education: Strategies for Effective Teaching,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/mastering-adult-education-strategies-for-effective-teaching/,udemy_master_data.csv
Digital Tools For K-12 Remote Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/remotelearning/,udemy_master_data.csv
The Ultimate Guide to Online Teaching,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/ultimate-guide-to-online-teaching/,udemy_master_data.csv
"Teaching Methods, Teaching Quality & Teaching Delivery 3.0",3.0,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-methods-teaching-quality-teaching-delivery/,udemy_master_data.csv
How to Build Online Education Startups with Sramana Mitra,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/onlineeducationstartups/,udemy_master_data.csv
Teach Online: Introduction to Online Education,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/introduction-to-online-education-and-online-teaching/,udemy_master_data.csv
Technology for Online Teaching: A Guide for Educators,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/technology-for-educators/,udemy_master_data.csv
"Pedagogy in Teaching, Lesson Plan & Classroom Management",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/pedagogy-in-teaching-lesson-plan-classroom-management/,udemy_master_data.csv
Outcome Based Education (OBE) & Academic Quality Assurance,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/outcome-based-education-and-academic-quality-assurance/,udemy_master_data.csv
Online education maturity model,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/online-education-maturity-model/,udemy_master_data.csv
Make Money from Home with Online Education,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/make-money-from-home-with-online-education/,udemy_master_data.csv
120-Hour TESOL Course for Online English Teachers,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/120-hour-tesol-course-for-online-english-teachers/,udemy_master_data.csv
Innovation and Technology for Teaching and Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/innovation-and-technology-for-teaching-and-learning/,udemy_master_data.csv
Online Education Startup Case Studies with Sramana Mitra,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/onlineeducationstartup/,udemy_master_data.csv
Teach English Online: find students and start teaching now,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teach-english-online/,udemy_master_data.csv
Teaching with Technology: From Technophobe to Technophile,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-with-tech/,udemy_master_data.csv
Build a Free Online Education Website with WordPress,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-build-a-free-online-education-website-a-step-by-step/,udemy_master_data.csv
The Complete Online Teaching Masterclass: Teach Online Today,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teachingonline/,udemy_master_data.csv
Become a Successful Online Teacher - Teach Online Students,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/complete-udemy-bestsellers-online-course-creation-unofficial/,udemy_master_data.csv
Master Course in Teacher Training and Teaching Online 2.0,2.0,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teacher-training-teaching-online-elearning-remote-teaching/,udemy_master_data.csv
Design Online Education Material: Easy Steps,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-create-educational-tele-teaching-material-for-kids/,udemy_master_data.csv
Teacher Training - How to Teach Online - Remote Teaching 1Hr,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teacher-training-how-to-teach-online-remote-teaching-1hr/,udemy_master_data.csv
How to Teach with Technology Online,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-teach-with-technology-online/,udemy_master_data.csv
"Certified Corporate Trainer: Learning, Facilitation Pro [EN]",4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/train-the-trainer-master-corporate-learning-facilitation/,udemy_master_data.csv
Online Course REVOLUTION - Create an Online Course,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/online-course-creation-beginners-guide-udemy-unofficial/,udemy_master_data.csv
Online Teaching Playbook: Live Lesson Secrets,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/online-teaching-tricks/,udemy_master_data.csv
Teaching Online: How to Connect with Students,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-online-how-to-connect-with-students/,udemy_master_data.csv
Teach Anybody Anything: Reach Any Learner Anywhere,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teach-all-learners-simultaneously/,udemy_master_data.csv
21st-Century Teaching Skills: Empathy & Motivation,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-with-empathy-a-guide-for-educators-teachers/,udemy_master_data.csv
Become an Online Teaching Pro: Building Effective Courses,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/online-teaching-for-experts-and-professionals-course/,udemy_master_data.csv
How To Teach Online,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/learn-how-to-teach-online/,udemy_master_data.csv
6 Figure Online Teaching Masterclass: The Complete Course,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/6-figure-online-teaching-masterclass-the-complete-course/,udemy_master_data.csv
Google Classroom,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/google-classroom/,udemy_master_data.csv
EdTech Startup Case Studies Preview with Sramana Mitra,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/edtechstartupcasestudy/,udemy_master_data.csv
How to Teach Adults,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-teach-adults/,udemy_master_data.csv
Teaching Children Online: The Beginner's Guide,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-children-online/,udemy_master_data.csv
Teach English Online - Launch Your Online Teaching Career,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/become-an-online-english-teacher-the-2019-masterclass/,udemy_master_data.csv
Online Teaching Diploma Course - Mastery in Online Teaching,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/online-teaching-diploma-course-mastery-in-online-teaching/,udemy_master_data.csv
Professional Diploma In Online Teaching,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/fully-accredited-doctor-of-online-education-ded/,udemy_master_data.csv
Best online teaching tools for teachers,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/best-online-teaching-tools-for-teacher/,udemy_master_data.csv
How To Get Real Fast Results From Any Online Course You Take,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-get-real-fast-results-from-any-online-course-you-take/,udemy_master_data.csv
The Complete Online Teaching Masterclass: 5 Courses in 1,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/the-complete-online-teaching-masterclass-5-courses-in-1/,udemy_master_data.csv
EduPage Teachers Training,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/edupage-teachers-training/,udemy_master_data.csv
Lesson Planning for Teachers: Steps to Success,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/lesson-planning-for-teachers-steps-to-success/,udemy_master_data.csv
Strategic Online Teaching,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/strategic-online-teaching/,udemy_master_data.csv
How to Teach English Online and Get Paid,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-teach-english-by-skype-online/,udemy_master_data.csv
TEFL/TESOL Course: 300+Hour Training + Career Accelerator,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/tefltesol-course-300hour-training-career-accelerator/,udemy_master_data.csv
Teaching Online: Virtual Classroom Organization and Systems,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-online-virtual-classroom-organization-and-systems/,udemy_master_data.csv
Classroom Management Mastery: Effective Teaching Techniques,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/classroom-management-mastery-effective-teaching-techniques/,udemy_master_data.csv
Online Teaching For Dummies 2024 - Start ESL Earning Today!,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/otc-course/,udemy_master_data.csv
Teaching Languages Online: How to Start Your Online Business,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/teaching-languages-online/,udemy_master_data.csv
How to Find a Profitable Micro Niche for Online Education TM,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-find-a-profitable-micro-niche-under-one-hour/,udemy_master_data.csv
Teacher Training: Teachers Can Be Great Speakers,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-teachers-and-educators-can-lecture-more-effectively/,udemy_master_data.csv
Adding Interactivity to your Online Classes,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/adding-interactivity-to-your-online-classes/,udemy_master_data.csv
How to Teach Online with Zoom | Online Teaching Course,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/how-to-teach-online-with-zoom-online-teaching-course/,udemy_master_data.csv
Faculty Development Program: Pedagogy and Teaching Methods,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/faculty-development-program-pedagogy-and-teaching-methods/,udemy_master_data.csv
"Adult Learning, Teaching, Andragogy & Pedagogy Essentials",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/adult-learning-teaching-andragogy-pedagogy-essentials/,udemy_master_data.csv
Take Your School Online At Ease,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/take-your-school-online-at-ease/,udemy_master_data.csv
The Ultimate Guide to Online Teaching 2.0,2.0,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Online Education,https://www.udemy.com/course/the-ultimate-guide-to-online-teaching-20/,udemy_master_data.csv
"Data Analytics, Data Science, & Machine Learning - All in 1",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-analytics-data-science-machine-learning-all-in-1/,udemy_master_data.csv
Python for Data Science and Machine Learning Bootcamp,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,udemy_master_data.csv
100 Days of Code™: The Complete Python Pro Bootcamp,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/100-days-of-code/,udemy_master_data.csv
Data Science + Data Analytics Career Path: 100 Days Bootcamp,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-career-path-100-days-of-data-science-bootcamp/,udemy_master_data.csv
Data Science & AI Masters 2026 - From Python To Gen AI,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/,udemy_master_data.csv
Data Science and Machine Learning Fundamentals [2026],4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-and-machine-learning-fundamentals-one/,udemy_master_data.csv
"Complete A.I. & Machine Learning, Data Science Bootcamp",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,udemy_master_data.csv
Data Science Methods and Algorithms [2026],4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-methods-and-algorithms-2024/,udemy_master_data.csv
Generative AI in Healthcare & Life Sciences Mastery,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/genai-in-healthcare-life-sciences-essentials/,udemy_master_data.csv
Python in Data Science for C#/.NET Developers,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-in-data-science-for-cnet-developers/,udemy_master_data.csv
Build & Deploy 10+ Real-World Data Science & GenAI Projects,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/build-deploy-10-real-world-data-science-genai-projects/,udemy_master_data.csv
Python for Machine Learning & Data Science Masterclass,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-for-machine-learning-data-science-masterclass/,udemy_master_data.csv
Data Science : Complete Data Science & Machine Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/complete-data-science-and-machine-learning-using-python/,udemy_master_data.csv
Python Data Science: Data Prep & EDA with Python,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-in-python-data-prep-eda/,udemy_master_data.csv
Advanced Data Science Methods and Algorithms,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/advanced-data-science-methods-and-algorithms/,udemy_master_data.csv
Data Science Real World Projects in Python,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-real-world-projects-in-python-x/,udemy_master_data.csv
Data Science Mega-Course: #Build {120-Projects In 120-Days},4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/real-world-data-science-projects-using-python/,udemy_master_data.csv
How to Start a Career in Data Science,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/how-to-start-a-career-in-data-science/,udemy_master_data.csv
Python Data Science: Classification Modeling,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-in-python-classification/,udemy_master_data.csv
Python for Data Science,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-data-science-master-course/,udemy_master_data.csv
Data Science & EDA: Global Conflict Project from Scratch,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-eda-global-conflict-project-from-scratch/,udemy_master_data.csv
Python A-Z™: Python For Data Science With Real Exercises!,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-coding/,udemy_master_data.csv
Data Science Marathon: 120 Projects To Build Your Portfolio,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/build-real-world-data-science-projects/,udemy_master_data.csv
Python Data Analysis: NumPy & Pandas Masterclass,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-pandas/,udemy_master_data.csv
Data Science and Machine Learning Bootcamp with R,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,udemy_master_data.csv
Data Science/Machine Leaning Principles for Natural Sciences,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-and-machine-leaning-principles-for-science/,udemy_master_data.csv
Generative AI with Heart Attack Prediction Kaggle Project,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/generative-ai-with-heart-attack-prediction-kaggle-project/,udemy_master_data.csv
Complete MLOps Bootcamp With 10+ End To End ML Projects,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/,udemy_master_data.csv
90Days Data Science Bootcamp: Build Portfolio Of 90 Projects,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/learn-python-programming-for-beginners/,udemy_master_data.csv
Statistics & Mathematics for Data Science & Data Analytics,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/statistics-for-data-science-data-analytics/,udemy_master_data.csv
Statistics for Data Science and Business Analysis,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/statistics-for-data-science-and-business-analysis/,udemy_master_data.csv
Python Data Science: Unsupervised Machine Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-in-python-unsupervised-learning/,udemy_master_data.csv
Be Aware of Data Science,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/be-aware-of-data-science/,udemy_master_data.csv
The Data Science Course: From Beginner to Advanced,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/the-data-science-course-from-beginner-to-advanced/,udemy_master_data.csv
Linear Algebra for Data Science and Machine Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/linear-algebra-for-data-science-and-machine-learning/,udemy_master_data.csv
No More Lucky Models: The Art & Science of Model Validation,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/no-more-lucky-models-the-art-science-of-model-validation/,udemy_master_data.csv
"Intro to Big Data, Data Science and Artificial Intelligence",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/introduction-to-big-data-data-science/,udemy_master_data.csv
